qstr_Next_Page|다음 페이지
qstr_His_death_was_unexpec|아버지의 죽음은 갑작스럽고 잔혹하게 정체불명의 사람에 의해 이루어졌습니다. 나중에 어머니로부터 받은 서신은 막연하고 혼란스러운 내용이었습니다. 그 서신에는 사실 당신은 그들의 자녀가 아니고, 그의 친부모가 따로 있다는 사실이 적혀 있었습니다. 당신의 친부모는 목숨에 위협을 받고 있었고, 당신의 양부모에게 당신을 맡긴 뒤 암살자들에게 살해당했습니다. 친부모의 죽음을 목도한 양부모는 언젠가 암살자들이 당신과 자신들을 죽일거라는 두려움에 휩쌓였습니다. 그 날, 당신의 양아버지는 죽었지만 양어머니는 운 좋게도 살아남아 암살자들이 당신을 다음 목표로 정했음을 알 수 있었습니다. 그녀는 자신의 안전한 곳에 숨어 있다는 것을 재차 강조하고, 당신이 위험에 처해있다며 서둘러 바클레이를 떠나라고 했습니다. 그녀는 아버지의 의학서적과 함께, 입양 사실을 숨겼던 것을 용서해달라는 말도 함께 서신에 적었습니다. 따라서 당신은 정체불명의 적들을 피하기 위해 펜도르 행 표를 끊었습니다...
qstr_A_series_of_unexpect|절친한 친구의 예기치 않은 죽음, 약혼자와의 파기, 애마에서의 낙마 등 불행한 사건들이 연속적으로 일어나자 당신은 바클레이를 떠나 새로운 곳으로 향해야 한다는 운명을 느꼈습니다. 완전히 새로운 곳 펜도르의 땅에서...
qstr_A_series_of_unexpecte|절친한 친구의 예기치 않은 죽음, 당신의 명예를 지키려 한 약혼자가 결투에서 패배하는 등 불행한 사건들이 연속적으로 일어나자 당신은 바클레이를 떠나 새로운 곳으로 향해야 한다는 운명을 느꼈습니다. 완전히 새로운 곳 펜도르의 땅에서...
qstr_A_series_of_unexpected|당신을 향한 악의적인 무고 후 갑작스럽게 공연은 취소되고 후원자의 지원이 끊키는 등 바클레이에서의 당신의 모든 명성은 나락으로 떨어졌습니다. 그러나 당신은 고위층의 마음을 효과적으로 여는 기술을 가지고 있습니다. 새로운 땅, 새로운 후원자, 새로운 모험을 기대하며 당신은 펜도르 행 표를 구입했습니다...
qstr_An_unexpected_death_|환자의 갑작스러운 죽음은 당신의 평판을 엉망진창으로 만들었습니다. 그 기회를 놓치지 않았던 다른 의사들은 당신의 치료 방법에 대해 모함을 했고, 이는 사람들의 당신에 대한 신뢰를 떨어지게 만들었습니다. 낙담한 당신은 새로운 땅에서 새롭게 시작하기로 마음을 먹고 일부 장비를 팔아 펜도르 행 표를 구입했습니다...
qstr_Unusual_rainfall_des|어느 날 폭우가 쏟아졌고, 홍수가 생겨 당신의 창고와 그 안에 있던 당신의 상품들은 모두 파손되었습니다. 다른 상인들은 그 기회를 놓치지 않았고, 당신은 수년간 노력하여 얻었던 모든 거래처를 잃고 파산했습니다. 파산한 당신은 새로운 땅에서 새로운 기회가 있을거라 기대하며 펜도르 행 배를 기다렸습니다...
qstr_A_glut_of_experience|바클레이에는 솜씨 좋은 건축가가 넘쳐났고 일거리는 줄어들었습니다. 일거리가 줄어들어 생활이 곤란하자 당신은 시선을 틀어 새로운 땅을 바라보았습니다. 당신은 일신의 가산을 정리하고 펜도르 행 표를 구입했습다...
qstr_After_you_captured_a|당신은 경비대에게 포상금을 받기 위해 위험한 범죄자를 포획했지만 그 범죄자는 용케 달아났습니다. 그를 다시 포획했지만 범죄자는 이미 한 가족을 살해한 후였습니다. 당신은 그 죽음에 자신의 책임이 있다고 생각했고, 바클레이의 많은 사람들도 악당을 놓친 당신을 비난했습니다. 당신의 명성은 나락으로 떨어졌고, 몇 주 후 죄의식에서 벗어난 당신은 새로운 땅 펜도르에서 새로운 인생을 살기로 결정했습니다...
qstr_The_life_of_a_squire|종자의 삶은 순탄치 않았습니다. 당신의 주군은 바클레이의 공작 중 가장 강력한 힘을 가지고 있었고, 또한 그만큼 강력한 적들이 있었습니다. 공작의 적들이 정치적 술수으로 공작을 반역자로 만들었을 때, 많은 공작의 가신들이 형장의 이슬로 사라졌고 당신을 포함한 일부는 재빠르게 도피했습니다. 당신은 바다 건너편에 있는 땅을 바라보며 자신의 미래를 개척할 것이라 다짐하며 다가오는 펜도르 행 표를 구입했습니다...
qstr_The_life_of_a_lady_i|시녀의 삶은 순탄치 않았습니다. 당신의 주인은 바클레이의 공작 중 가장 강력한 힘을 가지고 있었고, 또한 그만큼 강력한 적들이 있었습니다. 공작의 적들이 정치적 술수으로 공작을 반역자로 만들었을 때, 많은 공작의 가신들이 형장의 이슬로 사라졌고 당신을 포함한 일부는 재빠르게 도피했습니다. 종자로 위장하기로 한 당신은 건틀렛과 갑옷을 구입하여 스스로 그럴 듯 하게 만들었고, 그 상태로 펜도르 행 배에 올랐습니다...
qstr_The_life_of_a_bard_i|귀족에게 소속된 바드의 삶은 보잘 것 없었습니다. 바클레이 권력의 중심에 있던 공작은 당신이 이끄는 무리와 당신의 산문체를 좋아하는 후원자였습니다. 불행히도 공작에게는 강력한 적들이 있었고, 그 적들은 공작을 정치적으로 몰아세워 결국에는 반역자의 멍에를 쓰게 만들었습니다. 그 때 공작의 수 많은 가신들은 형장의 이슬로 사라졌고, 당신을 포함한 일부는 재빠르게 도피했습니다. 당신은 급하게 펜도르 행 표를 구입하여 선착장에서 배를 기다렸습니다...
qstr_The_life_of_a_healer|치료사의 삶은 순탄치 않았습니다. 고위 귀족의 진료를 보던 중 환자가 갑작스럽게 사망했습니다. 고위 귀족의 아들은 그 죽음에 당신의 책임이 있다고 생각했습니다. 고위 귀족의 아들은 죽을 때까지 암살자를 보내오는 '칸 다바시'를 당신에게 선언했습니다. 이대로 있다가는 목숨이 달아날 것이라 생각했던 당신은 급하게 바클레이를 떠나 펜도르 향했습니다...
qstr_The_life_of_a_mercha|상인의 삶은 항상 시험을 동반합니다. 붉은형제단의 지도자는 성공한 당신의 상권을 탐내기 시작했습니다. 그는 당신을 몰아내기 위해 헛소문들을 퍼트렸습니다. 또한 당신의 직원을 매수하여 자금을 빼돌리고, 청부업자에게 의뢰하여 당신의 경호병을 살해하는 등의 일이 벌어졌습니다. 당신은 더 이상 바클레이 있다가는 자신의 목숨도 위험하다고 생각해 남은 재산을 모두 처분한 후 펜도르 행 배 위에 올랐습니다...
qstr_The_life_of_an_engin|기술자로서 당신의 삶은 꽤 괜찮았지만 지역을 장악하고 있던 붉은형제단의 지도자가 자신의 계획에 걸림돌인 당신의 머리에 현상금을 걸었을 때부터, 당신의 인생은 급속도로 불행해졌습니다. 그나마 다행스럽게도 당신의 심복이 재빠르게 그 사실을 알려주어 몸을 피할 수 있었습니다. 하지만 시간은 없었고, 되도록 빨리 바클레이를 떠나 펜도르로 향해야 했습니다. 당신은 펜도르 행 표를 손에 쥐고 갑판 위에 올랐습니다...
qstr_After_capturing_a_da|당신은 포상금을 위해 위험한 범죄자를 생포했습니다. 그러던 중 범죄자는 탈출을 획책했고 그 와중에 그는 당신의 칼날에 목숨을 잃었습니다. 불행히도 그 범죄자는 붉은형제단의 일원이었습니다. 보복으로 유명한 붉은형제단은 당신의 뒤를 쫓기 시작했고 당신은 그들로부터 도망쳤습니다. 결국 바클레이에서 더 있다가는 살해당할 뿐이라는 것을 안 당신은 펜도르로 향하기로 결심하고 펜도르로 가는 배의 표를 구입했습니다...
qstr_The_letter_reads____|편지에는^'내 {s14}, 어엿한 {s16}가 된 네가 자랑스럽구나. 내가 편지를 보낸 이유는 네가 태어났을 때의 이야기를 하기 위해서다. 너의 어머니는 고귀한 혈통의 여인이다. 왕의 피가 흐르고 있지. 우리가 펜도르로 온 이유는 펜도르의 진정한 혈통을 끊으려는 어둡고 사악한 세력을 피하기 위해서였다. 나의 {s14}아, 그 혈통을 끊으려는 자들이 바클레이에 나타났다. 너를 죽이면 펜도르의 혈통이 끊어질 것이라 생각하는 자들이지. 물론 그 사실이 맞기도 하고 말이다. 나와 네 어머니는 아주 안전한 곳에 숨어있지만 네가 걱정이구나. 그들에게 발각이라도 되면 목숨을 잃을 것이다. 서둘러 바클레이를 떠나 펜도르로 가거라. 물론 그 곳에도 위험은 있겠지만 어쩌면 답을 찾을 수도 있겠지. 운이 좋다면 네 자녀들은 우리가 잃어 버린 것을 되찾을 수도 있을 것이다. 어쨋든 잘 지내거라, 내 {s14}. ps.항상 몸 건강 하거라 - 너의 아버지가'^편지를 다 읽자마자 무거운 한숨과 함께 당장 해야할 것을 생각한 당신은 펜도르로 가기 위해 당신의 배 돛을 펼쳤습니다...
qstr_The_letter_reads____M|편지에는^'내 {s14}, 어엿한 {s16}가 된 네가 자랑스럽구나. 내가 편지를 보낸 이유는 네가 태어났을 때의 이야기를 하기 위해서다. 너의 어머니는 고귀한 혈통의 여인이다. 왕의 피가 흐르고 있지. 우리가 펜도르로 온 이유는 펜도르의 진정한 혈통을 끊으려는 어둡고 사악한 세력을 피하기 위해서였다. 나의 {s14}아, 그 혈통을 끊으려는 자들이 바클레이에 나타났다. 너를 죽이면 펜도르의 혈통이 끊어질 것이라 생각하는 자들이지. 물론 그 사실이 맞기도 하고 말이다. 나와 네 어머니는 아주 안전한 곳에 숨어있지만 네가 걱정이구나. 그들에게 발각이라도 되면 목숨을 잃을 것이다. 서둘러 바클레이를 떠나 펜도르로 가거라. 물론 그 곳에도 위험은 있겠지만 어쩌면 답을 찾을 수도 있겠지. 운이 좋다면 네 자녀들은 우리가 잃어 버린 것을 되찾을 수도 있을 것이다. 어쨋든 잘 지내거라, 내 {s14}. ps.항상 몸 건강 하거라 - 너의 아버지가'^편지를 다 읽자마자 무거운 한숨과 함께 당장 해야할 것을 생각한 당신은 펜도르로 가기 위해 당신의 배 돛을 펼쳤습니다...
qstr_The_letter_reads____My|편지에는^'내 {s14}, 어엿한 {s16}가 된 네가 자랑스럽구나. 내가 편지를 보낸 이유는 네가 태어났을 때의 이야기를 하기 위해서다. 너의 어머니는 고귀한 혈통의 여인이다. 왕의 피가 흐르고 있지. 우리가 펜도르로 온 이유는 펜도르의 진정한 혈통을 끊으려는 어둡고 사악한 세력을 피하기 위해서였다. 나의 {s14}아, 그 혈통을 끊으려는 자들이 바클레이에 나타났다. 너를 죽이면 펜도르의 혈통이 끊어질 것이라 생각하는 자들이지. 물론 그 사실이 맞기도 하고 말이다. 나와 네 어머니는 아주 안전한 곳에 숨어있지만 네가 걱정이구나. 그들에게 발각이라도 되면 목숨을 잃을 것이다. 서둘러 바클레이를 떠나 펜도르로 가거라. 물론 그 곳에도 위험은 있겠지만 어쩌면 답을 찾을 수도 있겠지. 운이 좋다면 네 자녀들은 우리가 잃어 버린 것을 되찾을 수도 있을 것이다. 어쨋든 잘 지내거라, 내 {s14}. ps.항상 몸 건강 하거라 - 너의 아버지가'^편지를 다 읽자마자 무거운 한숨과 함께 당장 해야할 것을 생각한 당신은 펜도르로 가기 위해 당신의 배 돛을 펼쳤습니다...
qstr_The_letter_reads____My_|편지에는^'내 {s14}, 어엿한 {s16}가 된 네가 자랑스럽다. 내가 펜을 든 이유는 너의 신변에 문제가 생겼고, 그 문제가 생긴 이유를 말해주기 위해서다. 너의 친모는 펜도르의 고귀한 혈통이었고, 너 역시 그 피를 이어받았단다. 나는 그 혈통을 이 세상에서 지우기 위해 고용된 자였지. 수 년간의 수색으로 겨우 너의 친모를 찾았을 때, 이미 그녀는 죽기 일보 직전이었다. 살리기에는 늦은 상태였고 결국 이 세상을 떠났지. 나는 죽은 그녀를 내가 죽인 것처럼 꾸미고 보상을 받았다. 그 길로 너를 데리고 떠났지. 용서를 구하지는 않으마, 너의 인생을 망치는데 일조한 것은 사실이니까. 어쨋든 나는 바클레이에서 우리를 찾는 사람들과 조우했고 상처를 입었으며 지금 치료하는 중이다. 아마 그들은 우리 둘이 죽을 때가지 멈추지 않겠지. 이 것으로 네 인생에서 내 역할은 끝났다. 나를 찾지 말거라. 내 마지막 충고는 바클레이룰 최대한 빨리 떠나 펜도르로 향하는 것이 좋을게다. ps.항상 몸 건강 하거라.'^편지를 모두 읽은 당신은 아버지의 충고대로 펜도르로 떠나기 위한 준비를 마치고 펜도르로 향했다...
qstr_The_letter_reads____My_{|편지에는^'내 {s14}, 어엿한 {s16}가 된 네가 자랑스럽다. 내가 펜을 든 이유는 너의 신변에 문제가 생겼고, 그 문제가 생긴 이유를 말해주기 위해서다. 알다시피 네 어머니와 나는 너의 친부모가 아니다. 어느 날, 한 여인이 젖먹이를 데리고 우리를 찾아왔단다. 그녀는 다급해보였고 너를 우리에게 맞기며 자신은 펜도르 왕의 혈통을 지닌 자고, 자신의 아이는 그 혈통을 이은 유일한 후계자라고 했단다. 그렇게 그녀는 떠났고 다음 날 길에서 칼에 찔려 죽은 여인의 시체를 발견했단다. 그녀였지. 우리는 그녀를 교회에 묻고 그 젖먹이를 자식으로 키웠지. 그 젖먹이가 너란다. 지금에야 진실을 말하는 것을 용서하려무나. 모두 너를 보호하기 위해서였다. 우리는 얼마 전 네 친모의 목숨을 앗아간 사람들이 돌아왔다는 사실을 알게 되었다. 우리는 그들과 조우했고, 두건을 쓴 그들은 우리에게 너에 대해 묻더구나. 아마도 너를 해하려 할 생각이겠지. 우리는 안전한 곳에 숨었으니 걱정하지 말고, 너도 빨리 피하려무나. 내 생각에는 더 이상 바클레이에 머무는 것은 위험해 보인단다. 서둘러 펜도르의 땅으로 도망치거라. 항상 몸 건강히 하고. - 너를 항상 사랑하는 너의 아버지가'^당신은 갑작스러운 진실과 위험을 미뤄두고, 아버지의 충고대로 펜도르로 갈 준비를 재빠르게 마친 후 펜도르로 떠났습니다...
qstr_Back_to_the_beginnin|처음으로 돌아가기...
qstr_View_next_segment...|다음 구간을 보다...
qstr_^No_food:___{reg7}|^식량이 없음 : -{reg7}
qstr_^Wage_debt:___{reg6}|^급여를 빚짐 : -{reg6}
qstr_{s2}^{s4}:_Econ:_{re|{s2}^{s4}(경제력 : {reg1} / 번영도 : {reg2}-{s50})
qstr_Currently_no_locatio|현재 어떤 영지도 소유하고 있지 않습니다.
qstr_The_current_fief_inc|현재 소유한 영지로부터의 수입 : ^{s2}
qstr_{s2}^{s4}:_{s10}_in_|{s2}^{s4} : {s10} {reg8}{reg10?일:시간}.
qstr_{s2}^{s4}:_Building_|{s2}^{s4} : {s10} 건설 중, {reg8}{reg10?일:시간} 남음.
qstr_{s2}^{s4}:_No_constr|{s2}^{s4} : 건설 내용이 없습니다.
qstr_Current_construction|현재 소유한 영지의 건설 상황 : ^{s2}
qstr_Long_Forgotten|오래전에 잊혀진 왕국이다.
qstr_Defending_the_King_s|겨우 국왕의 체면을 차리고 있다.
qstr_The_Dragon_s_Fire_Gr|용의 불길이 차가워졌다.
qstr_The_Windriders_bow_t|바람 기수들이 돌풍을 만났다.
qstr_The_Shieldwall_is_Pi|방패의 벽이 부서졌다.
qstr_The_Emperor_s_Will_i|황제의 의지가 약해졌다.
qstr_A_Fledgeling_Hope_fo|펜도르를 위한 희망의 날개짓
qstr_Very_Weak|매우 약한
qstr_Resisting_in_the_Kin|왕의 이름 아래 저항하고 있다.
qstr_The_Dragon_s_Wings_a|용의 날개가 꺾였다.
qstr_The_Windriders_fear_|바람 기수들이 바람을 두려워하고 있다.
qstr_The_Shieldwall_Buckl|방패의 벽이 찌그러졌다.
qstr_The_Emperor_s_Will_W|황제의 의지가 흔들리고 있다.
qstr_Promising_Madigan_s_|조짐이 좋은 마디간의 꿈
qstr_Weak|약한
qstr_Strong_under_the_Kin|왕의 깃발 아래 강하게 뭉쳐있다.
qstr_The_Dragon_is_Defian|북쪽에서 용이 포효하고 있다.
qstr_The_Windriders_are_F|바람 기수들이 맹렬하게 단결하고 있다.
qstr_The_Shieldwall_Holds|방패의 벽이 버티고 있다.
qstr_The_Emperor_s_Will_is|황제의 의지가 곧 법이다.
qstr_Fulfilling_the_Proph|펜도르의 예언을 달성했다.
qstr_{s6}^The_{s1}:_{s2}|{s6}^{s1} : {s2}
qstr_Training_your_Order_|당신의 기사단을 훈련시킨다
qstr_On_loan|차용 중,
qstr_Appoint_next_marshal|다음 총사령관을 지목
qstr_Award_{s12}_as_fief|{s12}를 영지로 수여
qstr_No_one|아무도 없습니다.
qstr_Selected_faction_is:|선택된 세력 : {s10}^^{s9}
qstr_You_are_currently_re|현재 읽고 있는 책 : {s8}
qstr_You_are_not_reading_|현재 읽고 있는 책 : 없음
qstr__{s9}_^^_You_have_th| {s9}^^당신의 정당한 혈통에 따라 그리폰의 기사들을 훈련시킬 수 있습니다.
qstr_none|없음
qstr_{s5}_and_{s6}|{s5} 그리고 {s6}
qstr_Your_estates_are:_{s|당신의 영지 : {s8}.^{s9}
qstr_Honorary_Grandmaster|명예로운 기사단장
qstr_{s8}__{reg1}_|{s8} ({reg1})
qstr_You_are_a_{s8}_of_th|당신은 {s12}의 {s8}입니다.^{s9}
qstr_You_are_the_sovereig|당신은 {s8}의 주권을 가진 {reg63?왕:여왕}이며, 당신의 문화권은 {s7}입니다.^{s9} ^ 당신은 {reg1}명의 귀족들을 휘하에 두고 있습니다.
qstr_You_are_a_lord_of_th|{s8}의 영주입니다.^{s9}^{reg1}명의 귀족들을 휘하에 두고 있습니다.
qstr_You_are_a_Rogue_Lead|당신은 도적들의 대장입니다 {s8}.^{s9}
qstr_You_are_a_Mercenary_|당신은 {s8}에 고용된 용병부대의 대장입니다.^{s9}
qstr_You_are_a_Mercenary_C|당신은 용병부대의 대장입니다. ^ {s9}
qstr_{s9}_^_You_won_{reg3|{s9} ^ {reg33} 놀도르 토너먼트에서 우승했습니다.
qstr_{s9}_^_You_won_{reg33|{s9} ^ {reg33} 놀도르 토너먼트에서 우승했습니다.
qstr_Current_party_size_l|최대 모집가능 병력 수 : {reg5}^^^[부대 변동사항]^^기본 크기 : +10^리더십 : {s2}{reg1}^매력 : {s3}{reg2}^명성 : {s4}{reg3}^^전체 : {reg5}
qstr_{s2}^The_{s4}:_{reg1|{s2}^{s4} : {reg1} ({s33})
qstr_{s2}^|{s2}^
qstr_{s2}^{s4}:_{reg1}__{|{s2}^{s4} : {reg1} ({s33})
qstr_Your_relations_with_|각 세력과의 관계:^{s2}
qstr_Your_relations_with_t| 각 기사단과의 관계:^{s2}
qstr_6_new_units_joined_t|6명의 새 병사들이 당신의 부대에 합류합니다.
qstr_1_million_xp_receive|100만 경험치를 받았습니다.
qstr_Companion_complaints|Companion complaints are disabled
qstr_Companion_complaints_|Companion complaints are enabled
qstr_Cheat_mode_has_been_|Cheat mode has been disabled
qstr_Player_renown_is_inc|플레이어의 명성이 100 증가합니다. 
qstr_Player_honor_is_incr|플레이어의 명예가 1 증가했고, 총 {reg7}이 되었습니다.
qstr_GM_quest_ready:_talk|GM 퀘스트 준비: talk to the {s12} for a surprise.
qstr_Report_back_to_the_O|Report back to the Order with your findings about Cult activity near {s8}.
qstr_Random_order_of_the_|Random order of the {s12} created in Kennet Castle. 100 {s13}s recruited.
qstr_Random_order_of_the_{|Random order of the {s12} created in {s14}. 5 {s13}s recruited.
qstr_Noldor_castle_access|Noldor castle accessible
qstr_Noldor_relation_set_|놀도르 관계가 30에 도달
qstr_OFF|꺼짐
qstr_Standard|표준
qstr_Special|특별한
qstr_Economy|경제
qstr_Politics|정치
qstr_ERROR|ERROR
qstr_Your_{s12}_have_acqu|Your {s12} have acquired new {s11}!
qstr_10_Order_Knights_and|10 Order Knights and 10 Order Squires joined the party
qstr_{s4}:_{reg0}|{s4} : {reg0}
qstr_##_{s9}_average_stre|## {s9} average strength: {reg1}
qstr_####_Overall_average|#### Overall average strength: {reg1}
qstr_{s4}:_strength_{reg0|{s4}: strength {reg0}
qstr_Limits_set_to_0_0!|Limits set to 0-0!
qstr_Limits_set_to_50_50!|Limits set to 50-50!
qstr_Limits_set_to_100_10|Limits set to 100-100!
qstr_The_Hundred|The Hundred
qstr_The_Hundred_are_upon|The Hundred are upon you!
qstr_You_have_now_made_en|You have now made enemies with all lords and all orders... visit some taverns now... 
qstr_Daughter_waiting_to_|Daughter waiting to be rescued, talk to a village elder.
qstr_Peasants_waiting_to_|Peasants waiting to be escorted, talk to a village elder.
qstr_Bounties_await_talk_|Bounties await, talk to a friendly Order guard.
qstr_Prices_reset.|Prices reset.
qstr_Grain_price_in_{s4}:|Grain price in {s4}: {reg1} U {reg2} {reg3} {reg4} A {reg5} {reg6}.
qstr_Bread_price_in_{s4}:|Bread price in {s4}: {reg1} U {reg2} {reg3} {reg4} A {reg5} {reg6}.
qstr_Villages_per_town:_m|Villages per town: market (bound)^
qstr_{s2}^{s5}:_{reg1}__{|{s2}^{s5}: {reg1} ({reg2})
qstr_{s2}^^Total_villages|{s2}^^Total villages: {reg1} (Bound: {reg2})
qstr_{s2}^{s10}:_{reg6}__|{s2}^{s10}: {reg6} (Prod:{reg3}/{reg4} Price:{reg5})
qstr_{s5}_{s3}|{s5} {s3}
qstr_Report_for_{s4}:^Eco|Report for {s4}:^Economy: {reg1}^Prosperity: {reg2}[{reg4}] {s50}^Hardship: {reg3}^Market villages: {s3}^{s2}
qstr_{s2}^{s4}:_E:_{reg1}|{s2}^{s4}: E: {reg1} P: {reg2}[{reg4}] H: {reg3}
qstr_Average_prices_in_Pe|Average prices in Pendor [Prod/Cons]^
qstr_{s2}^{s10}:_{reg6}_[|{s2}^{s10}: {reg6} [{reg12}/{reg13}]
qstr_Noldor_relations_set|Noldor relations set to 30.
qstr_Noldor_relations_set_|Noldor relations set to 15.
qstr_Noldor_relations_set_t|Noldor relations set to -10.
qstr_Noldor_castle_accessi|Noldor castle accessible.
qstr_Noldor_quest_reset.|Noldor quest reset.
qstr_Noldor_tournament_st|Noldor tournament started.
qstr_One_week_s_worth_of_|One week's worth of new inventory added
qstr_You_have_been_presen|You have been presented with an exquisite {s21} from the Noldor Council.
qstr_{s8}|{s8}
qstr_Generated_quest_#{re|Generated quest #{reg0} in {s4} - notification pending
qstr_All_achievements_giv|All achievements given. Check report.
qstr_All_achievements_cle|All achievements cleared.
qstr_Notifications_queued|Notifications queued. Should trigger anytime now.
qstr_10_Dragon_troops_joi|10 Dragon troops joined the party
qstr_10_Squires_of_the_Li|10 Squires of the Lion joined the party
qstr_10_Empire_Mortals_jo|10 Empire Mortals joined the party
qstr_10_D_Shar_Dustriders|10 D'Shar Dustriders joined the party
qstr_10_Lady_Einherjar_jo|10 Lady Einherjar joined the party
qstr_10_Knights_of_the_Gr|10 Knights of the Griffon joined the party
qstr_10_Knights_and_Talon|10 Knights and Talons of the Falcon joined the party
qstr_10_Ravenspear_knight|10 Ravenspear knights joined the party
qstr_10_Radiant_Cross_Kni|10 Radiant Cross Knights joined the party
qstr_10_Rangers_of_the_Cl|10 Rangers of the Clarion Call joined the party
qstr_10_Knights_of_the_Da|10 Knights of the Dawn joined the party
qstr_10_Knights_of_the_Eb|10 Knights of the Ebony Gauntlet joined the party
qstr_10_Shadow_Legion_Mar|10 Shadow Legion Marinae joined the party
qstr_10_Silvermist_Ranger|10 Silvermist Rangers joined the party
qstr_10_Knights_of_Eventi|10 Knights of Eventide joined the party
qstr_Added_Ghost_Lady|Added Ghost Lady
qstr_100_Heroine_Adventur|100 Heroine Adventurers joined the party
qstr_100_Hero_Adventurers|100 Hero Adventurers joined the party
qstr_100_Jatu_Mercenary_R|100 Jatu Mercenary Riders joined the party
qstr_100_Marleons_Heavy_C|100 Marleons Heavy Cavalry joined the party
qstr_100_Ravenstern_Highl|100 Ravenstern Highlanders joined the party
qstr_100_D_Shar_Djaha_Arc|100 D'Shar Djaha Archers joined the party
qstr_20_Fierdsvain_Berser|20 Fierdsvain Berserker joined the party
qstr_100_Noldor_Twilight_|100 Noldor Twilight Knights joined the party
qstr_100_Noldor_Maiden_Ra|100 Noldor Maiden Rangers joined the party
qstr_100_Noldor_Rangers_j|100 Noldor Rangers joined the party
qstr_100_K_Juda_s_Kajahar|100 K'Juda's Kajahars joined the party
qstr_100_Doomguides_joine|100 Doomguides joined the party
qstr_100_Omen_Seekers_joi|100 Omen Seekers joined the party
qstr_A_specialty_troop_ha|A specialty troop has joined the party
qstr_100_Dread_Legion_Inf|100 Dread Legion Infantry joined the party
qstr_100_Anaconda_Knights|100 Anaconda Knights joined the party
qstr_100_Fallen_Revenants|100 Fallen Revenants joined the party
qstr_100_Demonic_Magni_jo|100 Demonic Magni joined the party
qstr_100_Heretic_Invokers|100 Heretic Invokers joined the party
qstr_A_Singalian_company_|A Singalian company has joined your party
qstr_A_Veccavian_company_|A Veccavian company has joined your party
qstr_A_Melitine_company_h|A Melitine company has joined your party
qstr_A_Sarleon_Company_ha|A Sarleon Company has joined the party
qstr_A_Ravenstern_Company|A Ravenstern Company joined the party
qstr_A_D_Shar_Company_joi|A D'Shar Company joined the party
qstr_A_Fierdsvain_Company|A Fierdsvain Company joined the party
qstr_An_Empire_Company_jo|An Empire Company joined the party
qstr_A_Pendor_Company_has|A Pendor Company has joined the party
qstr_Patrolling_Kick_Ass_|Patrolling Kick-Ass Knights
qstr_Eventide_Knight_Patr|Eventide Knight Patrol spawned
qstr_Dawn_Knight_Patrol_s|Dawn Knight Patrol spawned
qstr_Ebony_Knight_Patrol_|Ebony Knight Patrol spawned
qstr_Vanskerries_spawned|Vanskerries spawned
qstr_Heretics_spawned|Heretics spawned
qstr_Snake_Cult_spawned|Snake Cult spawned
qstr_Mystmountains_spawne|Mystmountains spawned
qstr_Jatu_spawned|Jatu spawned
qstr_Noldor_Patrol_spawne|Noldor Patrol spawned
qstr_Three_Seers_spawned|Three Seers spawned
qstr_Alaric_Von_Brouhaha_|Alaric Von Brouhaha spawned
qstr_Boris_the_Raven_spaw|Boris the Raven spawned
qstr_Burilgi_the_Usurper_|Burilgi the Usurper spawned
qstr_Dread_Legion_spawned|Dread Legion spawned
qstr_Eyegrim_the_Devourer|Eyegrim the Devourer spawned
qstr_Oswald_de_Fleur_spaw|Oswald de Fleur spawned
qstr_Sheik_Shalavan_spawn|Sheik Shalavan spawned
qstr_Wolfbode_the_Slayer_|Wolfbode the Slayer spawned
qstr_Syla_Uzas_spawned|Syla Uzas spawned
qstr_Griffonsword_spawned|Griffonsword spawned
qstr_Kodan_Ironsword_spaw|Kodan Ironsword spawned
qstr_Aeldarian_spawned|Aeldarian spawned
qstr_Ithilrandir_spawned|Ithilrandir spawned
qstr_K_Juda_the_Ravager_s|K'Juda the Ravager spawned
qstr_Warlord_Zulkar_spawn|Warlord Zulkar spawned
qstr_Obrist_Heynrich_spaw|Obrist Heynrich spawned
qstr_Verante_Kruus_spawne|Verante Kruus spawned
qstr_Rufio_of_Barclay_spa|Rufio of Barclay spawned
qstr_Sebastokrator_Kaspax|Sebastokrator Kaspax spawned
qstr_Holy_Inquisitor_Rasm|Holy Inquisitor Rasmus Devatica spawned
qstr_ON|켜짐
qstr_Evil_Twins|사악한 쌍둥이
qstr_Evil_twin_party_spaw|사악한 쌍둥이 부대가 등장했습니다.
qstr_Soldiers__balls_cut_|Soldiers' balls cut off!
qstr_Soldiers_killed_and_|Soldiers killed and ressurected!
qstr_Horse|말
qstr_1_Handed|한손
qstr_2_Handed|양손
qstr_Polearm___Spear|폴암 - 창
qstr_Polearm___Halberd|폴암 - 미늘창
qstr_Arrows|화살
qstr_Bolts|볼트
qstr_Shield|방패
qstr_Bow|활
qstr_Crossbow|쇠뇌
qstr_Thrown|투척무기
qstr_Helmet|투구
qstr_Armor|갑옷
qstr_Boots|신발
qstr_Gloves|장갑
qstr_Not_used|사용하지 않음
qstr_Horse_Charge|말의 돌격력
qstr_Horse_Speed|말의 속도
qstr_Horse_Maneuver|말의 선회력
qstr_Horse_Armor|말의 방어력
qstr_Horse_Hitpoints|말의 체력
qstr_Swing_Damage|베기 피해
qstr_Thrust_Damage|관통 피해
qstr_Weapon_Speed|공격 속도
qstr_Weapon_Reach|공격 범위
qstr_Missile_speed|투사체 속도
qstr_Missile_speed:_{reg3|투사체 속도: {reg33}
