qstr_Next_Page|다음 페이지
qstr_The_letter_reads____My|그 편지는 '내 {s14}, 나는 당신이 {s16}이 된 것을 자랑스럽게 생각합니다. 인생의 길은 당신이 태어나는 순간 당신에게 지시되었다는 것을 당신에게 말해야 할 것은 무겁습니다. 당신은, 나의 {s14}, 당신의 어머니는 고대 귀족 계보이고, 당신의 정맥에는 옛 펜 도르 왕의 피가 흐릅니다. 나는 펜 도어의 진정한 선을 끝내려고 노력했던 어둡고 악한 세력을 피하고있는 어머니를 처음 만났고, 우리는 발견을 두려워해서 몇 년 전 펜 도르에서 도망 쳤다. 나의 {s14}, 당신의 죽음을 적극적으로 찾는 사람들이 있습니다. 당신이 죽으면 펜 도르의은 왕좌에 대한 상속인 계보는 영원히 깨질 것입니다. 이 말을 더 빨리하지 말아 줘서 용서해주세요. 귀하와 귀하의 어머니가 살고 있다고 의심되는 사람들은 여기 Barclay에 있으며, 의도를 잃은 채 귀하의 위치를 찾고 있습니다. 당신의 어머니와 나는 숨어있었습니다. 그러나 지금 당신을 찾고있는 암살자들도 있습니다. 조심해! 내 조언은 가능한 한 빨리 Barclay를 떠나 Pendor로 항해하는 것입니다. 거기서 당신은 위험을 찾을 수 있지만, 당신은 또한 대답을 찾을 수 있으며, 운이 좋으면 당신이나 당신의 아들 딸들이 잃어버린 것을 되 찾을 수 있습니다. 어쨌든 내 {s14}여, 여행 중에 안전하십시오. 진심으로-당신의 아버지 '그리고 심장이 무겁고 머리가 돌면서 펜 도르를 향해 항해를 시작했습니다.
qstr_The_letter_reads____My_|그 편지는 '내 {s14}, 나는 당신이 {s16}이 된 것을 자랑스럽게 생각합니다. 인생의 길은 당신이 태어나는 순간 당신에게 지시되었다는 것을 당신에게 말해야 할 것은 무겁습니다. 당신은, 당신의 어머니는 고대 귀족 혈통이었고, 당신의 정맥에는 옛 펜 도르 왕의 피가 흐릅니다. 나는 그런 이유로 그녀를 찾아서 죽이기 위해 고용되었다. 수년간의 수색 끝에 그녀를 찾았을 때, 그녀는 거의 죽을 뻔했고 당신은 그녀의 팔에 싸여있었습니다. 나는 그녀의 삶을 끝낼 것이 없었습니다. 나의 치유 기술은 그녀를 구하기에 충분하지 않았기 때문에 마치 그녀를 죽인 것처럼 보였고 보상을 모은 다음 사라져서 당신을 키우 었습니다. 나는 당신의 용서를 구하지 않고 때로는 한 사람이 그의 선택이 아닌 길을 강요 받았다는 것을 이해합니다. 나는 당신이 당신의 인생을 끝내기 위해 나를 죽이려고하는 사람들을 만났기 때문에 당신이 당신의 인생을 끝내기를 원하는 사람들이 있다는 것을 직접 알고 있습니다. 나는 Barclay에서 우리를 찾는 초기 그룹 하나를 다루었 고 내 문제를 치유하기 위해 상처를 입었습니다. 나는 거기에 더 많은 것이 있다는 것을 알고 있으며, 우리 둘 다 죽을 때까지 멈추지 않을 것입니다. 나는 숨어서 들어갔다. 당신의 인생에서 나의 역할은 끝났으니 나를 찾지 마십시오. 조심해! 내 조언은 가능한 한 빨리 Barclay를 떠나 Pendor로 항해하는 것입니다. 어쨌든 여행 중에는 건강하고 안전해야합니다. 감사합니다. '그래서 심장이 무겁고 머리가 돌면서 펜 도르로 항해를 시작했습니다.
qstr_The_letter_reads____My_{|그 편지는 '내 {s14}, 나는 당신이 {s16}이 된 것을 자랑스럽게 생각합니다. 인생의 길은 당신이 태어나는 순간 당신에게 지시되었다는 것을 당신에게 말해야 할 것은 무겁습니다. 당신은 내 {s14}, 당신의 어머니와 나는 당신의 진정한 부모가 아닙니다. 펜 도르에서 목숨을 잃은 귀족 여인이 신생아 였을 때 우리에게 왔습니다. 그녀는 그녀의 시간이 제한되어 있다는 것을 두려워했고, 당신이 그녀의 운명을 나누기를 원하지 않았습니다. 그녀는 자신이 고대의 고귀한 혈통이었으며, 왕도의 왕실 독도에서 유일하게 살아남은 일원의 증손자라고 말했습니다. 그녀가 당신을 우리에게 줬을 때 우리는 다음날 죽음의 길에서 그녀를 여러 번 찔렀습니다. 우리의 치유 기술은 그녀를 구하기에 충분하지 않았으므로, 우리는 그녀를 지역 교회에 묻어 마치 당신이 우리의 자녀 인 것처럼 당신을 데려 왔습니다. 죄송합니다. 이전에이 사실을 알려주지 않았으며, 귀하의 보호를위한 조치임을 이해해 주시기 바랍니다. 우리는 지금 어머니의 목숨을 앗아간 사람들이 돌아 왔을 까봐 두려워합니다. 우리는 뒤 따랐고, 여행과 경로에 대해 질문을하는 두건을 쓴 남자에 대해 들었습니다. 더 많은 것은 그들이 당신과 당신의 나이에 관해 묻는 질문입니다. 우리는 그들이 당신이 해를 끼치거나 더 나쁘다는 것을 두려워합니다. 우리는 숨어 들어가 안전하다고 느꼈습니다. 그러나 Barclay에 머무르면 안됩니다. 서두르다! 펜 도르 땅으로 도망 치고 답을 구하십시오. 어쨌든 여행 중에는 건강하고 안전해야합니다. 항상 사랑으로-당신은 항상 우리의 {s14}가 될 것입니다-당신의 아버지 '그리고 심장이 무겁고 머리가 돌면서 펜 도르를 향해 항해를 떠나십시오.
qstr_Back_to_the_beginnin|처음으로 돌아 가기 ...
qstr_View_next_segment...|다음 세그먼트보기 ...
qstr_^No_food:___{reg7}|^ 음식 없음 :-{reg7}
qstr_^Wage_debt:___{reg6}|^ 임금 부채 :-{reg6}
qstr_{s2}^{s4}:_Econ:_{re|{s2} ^ {s4} : 에코 : {reg1}-번영 : {reg2} {s50}
qstr_Currently_no_locatio|현재 소유 한 위치가 없습니다.
qstr_The_current_fief_inc|현재 Fief 수입은 다음과 같습니다. ^ {s2}
qstr_{s2}^{s4}:_{s10}_in_|{s2} ^ {s4} : {reg8} {reg10? day : hour} {reg9? s :}의 {s10}
qstr_{s2}^{s4}:_Building_|{s2} ^ {s4} : {reg8} {reg10? day : hour} {reg9? s :}에 {s10} 빌드.
qstr_{s2}^{s4}:_No_constr|{s2} ^ {s4} : 공사가 없습니다.
qstr_Current_construction|당신의 fiefs에서 현재 건설 : ^ {s2}
qstr_Long_Forgotten|오랫동안 잊혀진
qstr_Defending_the_King_s|국왕의 명예를 지키기
qstr_The_Dragon_s_Fire_Gr|용의 불이 차가워진다
qstr_The_Windriders_bow_t|윈드 라이더가 강풍에 절을한다
qstr_The_Shieldwall_is_Pi|실드 월 피어싱
qstr_The_Emperor_s_Will_i|황제의 의지는 약하다
qstr_A_Fledgeling_Hope_fo|펜 도르에 대한 열망
qstr_Very_Weak|매우 약한
qstr_Resisting_in_the_Kin|왕의 이름으로 저항하다
qstr_The_Dragon_s_Wings_a|용의 날개가 잘립니다
qstr_The_Windriders_fear_|윈드 라이더는 바람을 두려워
qstr_The_Shieldwall_Buckl|방패 벽 버클
qstr_The_Emperor_s_Will_W|황제의 유언장
qstr_Promising_Madigan_s_|유망한 Madigan의 꿈
qstr_Weak|약한
qstr_Strong_under_the_Kin|왕의 깃발 아래 강함
qstr_The_Dragon_is_Defian|용은 북부에서 도전적이다
qstr_The_Windriders_are_F|윈드 라이더는 격렬한 유나이티드
qstr_The_Shieldwall_Holds|방패 벽 보유
qstr_The_Emperor_s_Will_is|황제의 의지는 법이다
qstr_Fulfilling_the_Proph|예언 성취
qstr_{s6}^The_{s1}:_{s2}|{s6} ^ {s1} : {s2}
qstr_Training_your_Order_|주문 부대를 훈련 시키십시오.
qstr_On_loan|대출,
qstr_Appoint_next_marshal|다음 마샬 임명
qstr_Award_{s12}_as_fief|Fief로 {s12} 수상
qstr_No_one|아무도
qstr_Selected_faction_is:|선택한 진영은 {s10} ^^ {s9}입니다.
qstr_You_are_currently_re|현재 {s8}을 읽고 있습니다.
qstr_You_are_not_reading_|당신은 어떤 책을 읽고 있지 않습니다.
qstr__{s9}_^^_You_have_th|{s9} ^^ 당신은 분명한 출생 권 때문에 그리폰 기사단을 훈련시킬 수 있습니다.
qstr_none|none
qstr_{s5}_and_{s6}|{s5} 및 {s6}
qstr_Your_estates_are:_{s|귀하의 부동산은 {s8}. ^ {s9}입니다.
qstr_Honorary_Grandmaster|명예 그랜드 마스터
qstr_{s8}__{reg1}_|{s8} ({reg1})
qstr_You_are_a_{s8}_of_th|귀하는 {s12} 주문의 {s8}입니다. ^ {s9}
qstr_You_are_the_sovereig|귀하는 {s7}의 문화를 수용하는 {s8}의 주권자 {reg63? King : Queen}입니다. ^ {s9} ^ {reg1} 귀족 모집이 있습니다.
qstr_You_are_a_lord_of_th|귀하는 {s8}의 주인입니다. ^ {s9} ^ 귀하는 {reg1} 귀족 모집을 보유하고 있습니다.
qstr_You_are_a_Rogue_Lead|귀하는 {s8}의 불량 리더입니다. ^ {s9}
qstr_You_are_a_Mercenary_|귀하는 {s8} 서비스에서 용병 대장입니다. ^ {s9}
qstr_You_are_a_Mercenary_C|당신은 용병 대장입니다. ^ {s9}
qstr_{s9}_^_You_won_{reg3|{s9} ^ 당신은 {reg33} Noldor 토너먼트에서 승리했습니다.
qstr_{s9}_^_You_won_{reg33|{s9} ^ {reg33} Noldor Tournaments에서 우승했습니다.
qstr_Current_party_size_l|현재 파티 크기 제한은 {reg5}입니다. ^ 현재 파티 크기 수정 자 : ^^ 기본 크기 : + 10 ^ 리더십 : {s2} {reg1} ^ 카리스마 : {s3} {reg2} ^ Renown : {s4} {reg3} ^ 총계 : {reg5}
qstr_{s2}^The_{s4}:_{reg1|{s2} ^ {s4} : {reg1} ({s33})
qstr_{s2}^|{s2} ^
qstr_{s2}^{s4}:_{reg1}__{|{s2} ^ {s4} : {reg1} ({s33})
qstr_Your_relations_with_|진영과의 관계는 다음과 같습니다. ^ {s2}
qstr_Your_relations_with_t|주문과의 관계 : ^ {s2}
qstr_6_new_units_joined_t|6 개의 새로운 부대가 파티에 합류
qstr_1_million_xp_receive|백만 xp 접수
qstr_Companion_complaints|동반자 불만이 사용 중지됨
qstr_Companion_complaints_|동반자 불만이 활성화되었습니다
qstr_Cheat_mode_has_been_|치트 모드가 비활성화되었습니다
qstr_Player_renown_is_inc|명성이 100만큼 증가합니다.
qstr_Player_honor_is_incr|플레이어 명예가 1 증가하고 이제 {reg7}입니다.
qstr_GM_quest_ready:_talk|GM 퀘스트 준비 : 놀랍도록 {s12}와 대화하십시오.
qstr_Report_back_to_the_O|{s8} 근처의 컬트 활동에 대한 조사 결과를 주문서에 다시보고하십시오.
qstr_Random_order_of_the_|Kennet Castle에서 생성 된 {s12}의 무작위 순서. {s13} 100 명이 모집되었습니다.
qstr_Random_order_of_the_{|{s14}에서 생성 된 {s12}의 임의 순서. {s13} 명 5 명이 모집되었습니다.
qstr_Noldor_castle_access|Noldor 성 접근 가능
qstr_Noldor_relation_set_|Noldor 관계는 30으로 설정
qstr_OFF|떨어져서
qstr_Standard|표준
qstr_Special|특별한
qstr_Economy|경제
qstr_Politics|정치
qstr_ERROR|오류
qstr_Your_{s12}_have_acqu|귀하의 {s12}가 새로운 {s11}을 획득했습니다!
qstr_10_Order_Knights_and|10 명의 주문 기사와 10 명의 주문 스콰이 파티에 합류
qstr_{s4}:_{reg0}|{s4} : {reg0}
qstr_##_{s9}_average_stre|## {s9} 평균 강도 : {reg1}
qstr_####_Overall_average|#### 전체 평균 강도 : {reg1}
qstr_{s4}:_strength_{reg0|{s4} : 강도 {reg0}
qstr_Limits_set_to_0_0!|한계는 0-0!
qstr_Limits_set_to_50_50!|한계는 50-50으로 설정되었습니다!
qstr_Limits_set_to_100_10|한계는 100-100으로 설정되었습니다!
qstr_The_Hundred|백
qstr_The_Hundred_are_upon|백은 당신 위에 있습니다!
qstr_You_have_now_made_en|이제 모든 군주와 모든 명령으로 적을 만들었습니다.
qstr_Daughter_waiting_to_|구출되기를 기다리는 딸은 마을 장로와 이야기하십시오.
qstr_Peasants_waiting_to_|호위를 기다리는 농민들은 마을 장로와 대화하십시오.
qstr_Bounties_await_talk_|바운티가 기다리고 있습니다. 친절한 주문 경비원과 대화하십시오.
qstr_Prices_reset.|가격이 재설정되었습니다.
qstr_Grain_price_in_{s4}:|{s4}의 곡물 가격 : {reg1} U {reg2} {reg3} {reg4} {reg5} {reg6}.
qstr_Bread_price_in_{s4}:|{s4}의 빵 가격 : {reg1} U {reg2} {reg3} {reg4} {reg5} {reg6}.
qstr_Villages_per_town:_m|마을 당 마을 : 시장 (바운드) ^
qstr_{s2}^{s5}:_{reg1}__{|{s2} ^ {s5} : {reg1} ({reg2})
qstr_{s2}^^Total_villages|{s2} ^^ 전체 마을 : {reg1} (바운드 : {reg2})
qstr_{s2}^{s10}:_{reg6}__|{s2} ^ {s10} : {reg6} (제품 : {reg3} / {reg4} 가격 : {reg5})
qstr_{s5}_{s3}|{s5} {s3}
qstr_Report_for_{s4}:^Eco|{s4}에 대한 보고서 : ^ 경제 : {reg1} ^ 번영 : {reg2} [{reg4}] {s50} ^ Hardship : {reg3} ^ 시장 마을 : {s3} ^ {s2}
qstr_{s2}^{s4}:_E:_{reg1}|{s2} ^ {s4} : E : {reg1} P : {reg2} [{reg4}] H : {reg3}
qstr_Average_prices_in_Pe|펜 도르의 평균 가격 [Prod / Cons] ^
qstr_{s2}^{s10}:_{reg6}_[|{s2} ^ {s10} : {reg6} [{reg12} / {reg13}]
qstr_Noldor_relations_set|Noldor 관계는 30으로 설정되었습니다.
qstr_Noldor_relations_set_|Noldor 관계가 15로 설정되었습니다.
qstr_Noldor_relations_set_t|Noldor 관계가 -10으로 설정되었습니다.
qstr_Noldor_castle_accessi|Noldor 성 접근 가능.
qstr_Noldor_quest_reset.|Noldor 퀘스트 재설정
qstr_Noldor_tournament_st|Noldor 토너먼트가 시작되었습니다.
qstr_One_week_s_worth_of_|1 주일 분량의 새로운 인벤토리 추가
qstr_You_have_been_presen|Noldor Council의 정교한 {s21}을 (를) 받았습니다.
qstr_{s8}|{s8}
qstr_Generated_quest_#{re|{s4}에서 퀘스트 # {reg0} 생성-알림 보류 중
qstr_All_achievements_giv|주어진 모든 업적. 보고서를 확인하십시오.
qstr_All_achievements_cle|모든 업적이 해결되었습니다.
qstr_Notifications_queued|알림이 대기 중입니다. 지금 언제든지 트리거해야합니다.
qstr_10_Dragon_troops_joi|용병 10 명이 파티에 합류
qstr_10_Squires_of_the_Li|라이온의 스 콰이어 파티에 합류
qstr_10_Empire_Mortals_jo|10 제국 필사자가 파티에 합류
qstr_10_D_Shar_Dustriders|D' Shar Dustriders 10 명이 파티에 참가했습니다
qstr_10_Lady_Einherjar_jo|10 Einherjar 레이디가 파티에 합류
qstr_10_Knights_of_the_Gr|그리폰 10 기사단이 파티에 합류
qstr_10_Knights_and_Talon|팔콘의 기사와 탈론 10 명이 파티에 합류했습니다
qstr_10_Ravenspear_knight|레이븐 스피어 기사 10 명이 파티에 참가
qstr_10_Radiant_Cross_Kni|10 개의 빛나는 크로스 나이트가 파티에 합류했습니다
qstr_10_Rangers_of_the_Cl|Clarion Call 10 명의 레인저가 파티에 합류
qstr_10_Knights_of_the_Da|10 명의 기사단이 파티에 합류했습니다
qstr_10_Knights_of_the_Eb|흑단 건틀릿 10 기사단이 파티에 합류
qstr_10_Shadow_Legion_Mar|10 Shadow Legion Marinae가 파티에 합류했습니다
qstr_10_Silvermist_Ranger|실버 미스트 순찰 자 10 명이 파티에 참가
qstr_10_Knights_of_Eventi|Eventide 10 기사단이 파티에 합류
qstr_Added_Ghost_Lady|유령 아가씨 추가
qstr_100_Heroine_Adventur|100 명의 영웅 모험가가 파티에 합류했습니다
qstr_100_Hero_Adventurers|영웅 모험가 100 명이 파티에 참가
qstr_100_Jatu_Mercenary_R|100 명의 Jatu 용병 라이더가 파티에 합류했습니다
qstr_100_Marleons_Heavy_C|100 Marleons Heavy Cavalry가 파티에 합류했습니다
qstr_100_Ravenstern_Highl|Ravenstern Highlanders 100 명이 파티에 참가했습니다
qstr_100_D_Shar_Djaha_Arc|100 D' Shar Djaha Archers가 파티에 합류했습니다
qstr_100_Fierdsvain_Berse|Fierdsvain Berserkers가 파티에 합류했습니다
qstr_100_Noldor_Twilight_|Noldor Twilight Knights가 파티에 합류했습니다
qstr_100_Noldor_Maiden_Ra|Noldor Maiden Rangers 100 명이 파티에 참가했습니다
qstr_100_Noldor_Rangers_j|Noldor Rangers 100 명이 파티에 참가했습니다
qstr_100_K_Juda_s_Kajahar|100 K'Juda의 카 하하 르가 파티에 합류
qstr_100_Doomguides_joine|둠 가이드 100 명
qstr_100_Omen_Seekers_joi|100 명의 선구자 파티에 합류
qstr_A_specialty_troop_ha|특수 부대가 파티에 합류했습니다
qstr_100_Dread_Legion_Inf|공포의 군단 보병 100 명
qstr_100_Anaconda_Knights|100 명의 Anaconda Knights가 파티에 합류했습니다
qstr_100_Fallen_Revenants|타락한 복수 자 100 명이 파티에 참가했습니다
qstr_100_Demonic_Magni_jo|100 악마 마 그니 파티에 합류
qstr_100_Heretic_Invokers|이단자 100 명이 파티에 합류
qstr_A_Mettenheim_company|Mettenheim 회사가 파티에 합류했습니다
qstr_A_Barclay_company_ha|Barclay 회사가 파티에 합류했습니다
qstr_A_Veccavian_company_|Veccavian 회사가 파티에 합류했습니다
qstr_A_Melitine_company_h|멜리 틴 회사가 파티에 합류했습니다
qstr_A_Singalian_company_|Singalian 회사가 파티에 합류했습니다
qstr_A_Sarleon_Company_ha|Sarleon Company가 파티에 합류했습니다
qstr_A_Ravenstern_Company|까마귀 회사가 파티에 합류
qstr_A_D_Shar_Company_joi|D' Shar Company가 파티에 합류
qstr_A_Fierdsvain_Company|Fierdsvain Company가 파티에 합류했습니다
qstr_An_Empire_Company_jo|제국 회사가 파티에 합류
qstr_A_Pendor_Company_has|펜 도어 회사가 파티에 합류했습니다
qstr_Patrolling_Kick_Ass_|킥 엉덩이 기사 순찰
qstr_Eventide_Knight_Patr|Eventide Knight 순찰대 생성
qstr_Dawn_Knight_Patrol_s|새벽 기사 순찰대 생성
qstr_Ebony_Knight_Patrol_|흑단 기사 순찰대 생성
qstr_Vanskerries_spawned|반스 커리 스폰
qstr_Heretics_spawned|이단자
qstr_Snake_Cult_spawned|스네이크 컬트 (Snake Cult)
qstr_Mystmountains_spawne|산산조각
qstr_Jatu_spawned|Jatu 스폰
qstr_Noldor_Patrol_spawne|Noldor 순찰대 생성
qstr_Inquisition_Army_spa|심문 군이 생성됨
qstr_Peasant_Revolt_Army_|농민 반란군
qstr_Three_Seers_spawned|세 선견자 생성
qstr_Alaric_Von_Brouhaha_|알라 릭 폰 부루 하
qstr_Boris_the_Raven_spaw|까마귀 보리스
qstr_Burilgi_the_Usurper_|Usurper Burilgi가 생성되었습니다
qstr_Dread_Legion_spawned|공포의 군단이 생성되었습니다
qstr_Eyegrim_the_Devourer|포식자 아이 그림
qstr_Oswald_de_Fleur_spaw|오스왈드 드 플 뢰르
qstr_Sheik_Shalavan_spawn|셰익 샬 라반이 생성
qstr_Wolfbode_the_Slayer_|학살자 볼프 보드
qstr_Syla_Uzas_spawned|실라 우자 스폰
qstr_Griffonsword_spawned|그리폰 소폰 생성
qstr_Kodan_Ironsword_spaw|코단 아이언 소드 생성
qstr_Aeldarian_spawned|장로 생성
qstr_Ithilrandir_spawned|Ithilrandir가 생성
qstr_K_Juda_the_Ravager_s|라바 제르 크 주다
qstr_Warlord_Zulkar_spawn|장군 줄카
qstr_Obrist_Heynrich_spaw|Obrist Heynrich가 생성
qstr_Verante_Kruus_spawne|Verante Kruus가 생성됨
qstr_Rufio_of_Barclay_spa|바클레이의 루피오
qstr_Sebastokrator_Kaspax|압류 원 Kaspax 생성
qstr_Holy_Inquisitor_Rasm|신성 조사자 라스무스 데바 티카
qstr_Toblik_s_Veccavian_R|Toblik의 Veccavian Renegades가 생성되었습니다.
qstr_Heroes_are_here.|영웅들이 여기 있습니다.
qstr_Sarleon_lords_are_he|Sarleon 군주가 여기에 있습니다.
qstr_Ravenstern_lords_are|까마귀 군주가 여기에 있습니다.
qstr_D_Shar_lords_are_her|D' Shar 영주님이 오셨습니다
qstr_Fierdsvain_lords_are|Fierdsvain 군주가 여기에 있습니다.
qstr_Empire_lords_are_her|제국 영주가 여기에 있습니다.
qstr_ON|의 위에
qstr_Evil_Twins|이블 트윈스
qstr_Evil_twin_party_spaw|사악한 쌍둥이 파티가! 다!
qstr_Soldiers__balls_cut_|병사들의 공이 끊어졌습니다!
qstr_Soldiers_killed_and_|군인들이 죽이고 부활했습니다!
qstr_Horse|말
qstr_1_Handed|한손
qstr_2_Handed|양손
qstr_Polearm___Spear|미늘창-창
qstr_Polearm___Halberd|폴암-할버드
qstr_Arrows|화살표
qstr_Bolts|볼트
qstr_Shield|방패
qstr_Bow|활
qstr_Crossbow|석궁
qstr_Thrown|던져
qstr_Helmet|헬멧
qstr_Armor|갑옷
qstr_Boots|부츠
qstr_Gloves|장갑
qstr_Not_used|미사용
qstr_Horse_Charge|말 요금
qstr_Horse_Speed|말 속도
qstr_Horse_Maneuver|말 조작
qstr_Horse_Armor|말 갑옷
qstr_Horse_Hitpoints|말 히트 포인트
qstr_Swing_Damage|스윙 데미지
qstr_Thrust_Damage|추력 피해
qstr_Weapon_Speed|무기 속도
qstr_Weapon_Reach|무기 도달
qstr_Missile_speed|미사일 속도
qstr_Max_Ammo|최대 탄약
qstr_Bonus_Damage|보너스 피해
qstr_Shield_Resistance|방패 저항
qstr_Shield_Speed|실드 속도
qstr_Shield_Hitpoints|쉴드 체력
qstr_Shield_Coverage|방패 범위
qstr_Ranged_Damage|원거리 피해
qstr_Reload_Speed|재 장전 속도
qstr_Missile_Speed|미사일 속도
qstr_Body_Armor|방탄복
qstr_Leg_Armor|다리 갑옷
qstr_Head_Armor|머리 갑옷
qstr_Armor_Weight|갑옷 무게
qstr_{s4}:_Average:_{reg0|{s4} : 평균 : {reg0}, St.dev .: {reg1}, 개수 : {reg2}
qstr_Printing_scores...|인쇄 점수 ...
qstr_{reg0}:_{s10}|{reg0} : {s10}
qstr_{reg0}._{reg1}:_{s10|{reg0}. {reg1} : {s10}
qstr_All_20_companions_re|동료 20 명 모두 모집
qstr_Conversation_#{reg0}|총 {reg1} 중에서 대화 # {reg0}이 (가) 선택되었습니다.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2? accept : accepts} 제안.
qstr_No_one_accepts_the_o|아무도 제안을 수락하지 않습니다.
qstr_{s18}^^_There_{reg2?|{s18} ^^ 귀하의 대의에 가입하도록 설득 할 수없는 엘리트 군대의 {reg2? are : is} {reg1} {reg2? types : type}이 있습니다.
qstr_{s18}^^_There_{reg2?a|{s18} ^^ 귀하의 사업에 동참하도록 설득 할 수없는 {reg2? are : is} {reg1} {reg2? types : type} 언데드 부대가 있습니다.
qstr_You_start_reading_{s|{s2}를 읽기 시작합니다. 몇 페이지 후에이 책에서 많은 것을 배울 수 있다고 생각합니다. 당신은 그것을 가까이두고 시간이있을 때마다 읽습니다.
qstr_You_flip_through_the|{s2}의 페이지를 넘겨 보지만 텍스트가 혼란스럽고 따르기 어렵습니다. 당신이 할 수있는대로 시도, 그것은 곧 당신에게 두통을 제공하고, 당신은 시도를 포기해야합니다.
qstr_Villagers|주민
qstr_You_have_encountered|{s1}이 (가) 발생했습니다.
qstr_You_have_engaged_{s1|그들이 {s3}을 (를) 습격하는 동안 {s1}에 참여했습니다.
qstr_You_were_caught_by_{|당신의 부대가 {s3}을 (를) 습격하는 동안 {s1}에게 잡혔습니다.
qstr_Challenge_quest_reno|지금까지 획득 한 챌린지 퀘스트 명성 : {reg1} / {reg2}.
qstr_Renown_earned_so_far|지금까지 획득 한 명성 : {reg1}.
qstr_You_were_victorious!|당신은 승리했습니다!
qstr_The_battle_was_lost.|전투에서 패했다. 당신의 세력은 완전히 분쇄되었습니다.
qstr_Your_companions_carr|당신의 동료들은 당신을 싸움에서 멀어지게합니다.
qstr_You_have_defeated_th|당신은 적을 물리 쳤다.
qstr_You_have_retreated_f|당신은 포위 공격에서 물러났습니다.
qstr_Your_controversy_has|이 퇴각으로 인해 논란이 커졌습니다.
qstr_You_have_retreated_fr|당신은 싸움에서 물러났습니다.
qstr_^^Ally_Casualties:{s|^^ 독자 사상자 : {s0}
qstr_Current_progress:_{r|현재 진행 상황 : {reg4} / {reg5}.
qstr_{s1}_of_the_{s3}_man|{s3}의 {s1}이 (가) 탈출했습니다.
qstr_Some_of_your_tendons|전투 중 일부 힘줄이 손상되었습니다. 1의 힘을 잃습니다.
qstr_You_took_a_nasty_wou|당신은 불쾌한 상처를 입었고, 그 후에는 치유 된 후에도 약간 절뚝 거리게됩니다. 민첩성이 1만큼 감소합니다.
qstr_You_have_trouble_thi|당신은 전투 직후, 특히 머리에 심한 타격을 가해 사고하는 데 어려움을 겪고 있으며 두통이 빈번 해져서 당신의 존재를 괴롭 힙니다. 지능이 1 씩 감소합니다.
qstr_Perhaps_I_m_getting_|아마도 운이 좋지 않을 것입니다 ...
qstr_Retirement_is_starti|퇴직이 점점 더 나아지기 시작했습니다.
qstr_No_matter!_I_will_pe|문제 없어! 나는 인내 할 것이다!
qstr_What_did_I_do_to_des|이 자격이 되려면 어떻게해야합니까?
qstr_I_suppose_it_ll_make|적어도 좋은 이야기가 될 것이라고 생각합니다.
qstr_{s9}_wants_you_to_fo|{s9}는 추후 공지가있을 때까지 군대를 따르기를 원합니다.
qstr_{s8}_of_the_{s9}|{s9}의 {s8}
qstr__Your_own_banner_fli|당신의 배너는 성문 위로 날아갑니다.
qstr__You_see_the_banner_|성문 위에 {s7} 배너가 보입니다.
qstr__Your_own_banner_flie|당신의 배너는 마을 문 위로 날아갑니다.
qstr__You_see_the_banner_o|마을 문 위에 {s7} 배너가 보입니다.
qstr_The_{reg6?town_s:cas|{reg6? town 's : castle 's} 식품점은 {reg3} 일 더 지속됩니다.
qstr_The_{reg6?town_s:cast|{reg6? town 's : castle 's} 식품 매장이 다 떨어지고 수비수가 굶주리고 있습니다.
qstr_You_re_preparing_to_|당신은 벽을 공격 할 준비를하고 있습니다. 작업은 {reg9} 시간 안에 완료되어야합니다.
qstr_Your_forces_are_buil|당신의 군대는 공성 탑을 건설하고 있습니다. 빌드를 완료하기 위해 다른 {reg9} 시간을 예상합니다.
qstr_You_are_ready_to_att|언제든지 벽을 공격 할 준비가되었습니다.
qstr_The_siege_tower_is_b|포위 공격 타워가 건설되었으며 공격 준비가 완료되었습니다.
qstr_As_a_last_defensive_|마지막 방어 노력으로, 당신은 요새의 메인 홀로 후퇴합니다. 당신과 당신의 남은 병사들은 여기서 필사적으로 싸울 것입니다. 당신이 패배한다면, 다른 곳으로 넘어갈 수 없습니다.
qstr_You_ve_been_driven_a|당신은 벽에서 멀어졌습니다. 이제 공격자들이 거리에 쏟아지고 있습니다. 당신이 그들을 물리 칠 수 있다면, 조수를 돌려서 하루를 구할 수 있습니다.
qstr_You_ve_breached_the_|당신은 성벽을 돌파했지만 완고한 수비수는 계속 거리에서 당신을 저항합니다! 당신은 마을의 중심에 유지를 공격하기 전에 그들을 처리해야합니다.
qstr_The_town_center_is_y|타운 센터는 당신의 것이지만 나머지 수비수들은 성으로 후퇴했습니다. 승리를 마치기 전에 넘어 져야합니다.
qstr_The_remaining_defend|나머지 수비수들은 최후의 방어 수단으로 성으로 후퇴했습니다. 당신은 안으로 들어가서 남아있는 저항을 분쇄해야합니다.
qstr_However_since_you_ar|그러나 귀하는 {s9}의 맹세 {reg63? man : follower}가 아니기 때문에이 {reg8? town : castle}의 {reg63? lord : lady}로 귀하를 인식 할 가능성은 없습니다.
qstr_The_enemy_has_been_f|원수는 깜짝 공격을 후퇴하고 버려야했습니다.
qstr_The_enemy_has_been_fo|원수는 퇴각했다. 공격은 끝났지 만 포위 공격은 계속됩니다.
qstr_As_you_approach_you_|당신이 다가올 때, 당신은 당신을 환영하고 그들의 {reg63? king : queen}의 문을 여는 성 경비원에 의해 발견됩니다.
